plate,review_reason_code,customer_meaning,reviewer_comments,status
BUHSCRU,1,BUHAGIAR FAMILY,"last name is Buhagiar, pulled for screw",N
CADAVRZ,2,I AM IN THE MORTUARY FIELD THIS PLATE IS NOT INTENDED TO BE OFFENSIVE TOWARD ANYBODY.. I ALREADY HAVE A PLATE WITH BODIES1 ON IT.,CADAVER=A DEAD BODY. FYI THIS IS NOT OUT WITH AN 'S',N
CARAMRD,3,MOVIE REFERENCE,CARA MERDE=DEAR SHIT IN ITALIAN,N
CHRY BM,2,"MY DEEJAY NAME IS MISS CHERRY BOMB. ALSO,  CAR IS CHERRY RED","BOMB, a couple similar plates are out and a couple are unacceptable",N
CHULO62,1,CUTE 1962,CHULO=PIMP,Y
COOK ME,2,OUR LAST NAME AND OUR FIRST I INISHELS.,"last name is Cook, first name Michael. Looks like ""cook me""  ??",Y
CUMMNNZ,1,ENGINE TYPE,"PULLED FOR CUM, HAS A 2015 DODGE RAM TRUCK. COULD HAVE A CUMMINS ENGINE",N
DREW666,4,NICKNAME FOR CAR,pulled for 666=satan,Y
DURAHO1,1,ITS GOING ON A DURAMAX DIESEL TRUCK AND THAT IS WHAT I CALL THIS TYPE OF TRUCK,"dura ho, pulled for ho=whore. DURAHO isnt out there.",N
FAIDLAA,?,FASTER IN CHINESE,"cant translate this, & this isnt what comes up when I look for 'faster' in Chinese. FAI/D/LA is out but with that spacing",Y
FPD O9,5,FIREPOWER DEPOT 2009,"FPD, LOOKS LIKE A POLICE DEPT (PD) FIREPOWER DEPOT IS A PLACE WHERE YOU CAN GET FIREARM TRAINING (CUSTOMER'S BUSINESS, I LOOKED AT THE WEBSITE)",N
GUNS4LF,2,MY COMPANY,GUNS FOR LIFE,N
HELLAF J,3,I HELLA LIKE MY CAR,"hell, no Dodge, has a Toyota (FJ)",N
H2OBALN,1 or 2,WATER POLO,"water or wet, balling",N
IAMDOPE,D,"CAR SAYING, I AM COOL, OR GOOD",pulled for the word 'dope' meaning drugs but in this context can mean cool. SODOPE & IMDOPE are unacceptable,N
ICE KILS,2,INTERNAL COMBUSTION ENGINES ARE BAD FOR OUR HEALTH.,kill,N
JEDI SCM,3,STAR WARS REFERENCE,"JEDI SCUM, SCUM=SEMEN.. (SCUMBAG=-CONDOM)",N
KATHELL,3,HELL CAT IS NAME OF OUR MODEL CAR,"no dodge on ani, hell",N
KFU PNDA,3,KUNG FU PANDA,PULLED FOR FU=EFF YOU,Y
LMFX911,3,INITIALS CAR MODEL,PULLED FOR MF.  NAME IS LARRY M FEDER. HAS PORSCHE,N
LT1 HNTR,2,LAWRENCE TAYLOR NUMBER 1 HUNTER,"LT1 is a camaro engine, camaro hunter?",N
MATASHT,3,MATA ASHTA IS THE NAME OF MY SUSHI RESTAIRANT IN MEXICO. IT MEANS SEE YOU TOMMOROW IN JAPANESE.,MATA ASHITA=SEE YOU TOMORROW. PULLED BECAUSE SHT=SHIT,N
MOKOSO,3,MY SONS NICKNAME,"(SPANISH)MOCOS=SNOT, BOOGERS. MOCOSO=A SNOTTY, RUNNY-NOSED KID",N
MP54CQB,5,MILITARY POLICE DO WELL IN CLOSE QUARTER  BATTLES,"military police, MP",N
NGRITO1,2,"BLAKIE ONE, MY CAR IS BLACK JUST A PET NAME FOR IT IN SPANISH",NGR. NGRITO & NEGRITO are unacceptable,N
OC OKIE,2,"OKLAHOMA TRANSPLANT TO ORANGE COUNTY, CA","DICTIONARY.COM, OKIE=OFFENSIVE TERM FOR NATIVE OF OKINAWA OR MIGRANT FARMWORKER FROM OKLAHOMA",N
OUTBALZ,1,LAST NAME OUT OF TIME,"BALLS, CUSTOMER LAST NAME IS WOODS",N
O1AKU 42,7B,"GEEK, SPECIFICALLY RELATED TO JAPANESE CULTURE.42, LITERARY REF. DOUGLAS ADAMS",SUBSTITUTING 1 FOR T. OTAKU=(in Japan) a young person who is obsessed with computers or particular aspects of popular culture to the detriment of their social skills.,N
PLATITA,D,LITTLE SILVER ONE,PROZ.COM found a Spanish slang translation saying 'platita' is slang for heroin. Couldn’t find it translated anywhere else though,Y
PLAY666,4,ENCOURAGE ME TO PLAY MORE,666,Y
PLCE BOX,1,DOCTOR WHO TARDIS TIME MACHINE,"BOX, has 2016 VW station wagon",N
PZZA CHP,5,PIZZA CHIP,pulled for CHP,N
RIDN HYE,D,VEHICLE WITH A LOT OF GROUND CLEARENCE,HYE spelled this way means Armenian but in this case might be misconstrued as high on drugs,N
SHORTBS,3,SHORT BUS,BS=BULL SHIT,N
SLMMRD,D,SLAMMED. AS IN VEHICLE IS REALLY LOW.,"SLAMMERED, URBAN DICTIONARY SAYS IT MEANS ""SO DAMN DRUNK…SLAMMED+HAMMERED""",N
SSCRUDE,1,SUPER SPORT BLACK OIL,SCREWED,N
S8TAN,4,SAINT ANN IS AN IMPORTANT HISTORICAL FIGURE AND SOMEONE WHO I MODEL MY LIFE AFTER.,Satan,Y
TERMN8D,2,TERMINATOR IS THE CODE NAME USED FOR THE 2003-04 FORD COBRA BUILT BY THE SVT DEVELOPMENT CREW. TERMN8R IS TAKEN SO TERMN8D IS CLOSE ENOUGH FOR ME,"terminate=kill, no ford on ani. TERMN8R is expired in 1998 and surr/cancel in 2013",N
TRT BUM,2,TROUT BUM,"(TART?) BUM CAN MEAN BUTT. TROUT BUM HAS A WIKIPEDIA PAGE, SAYS ITS AN AFFECTIONATE NICKNAME LIKE SURF BUM.",N
UBLACK2,2,MY BLACK BMW,are you Black too?,N
U SUSPCT,2,YOU SUSPECT,"because of the ""you"" accusing",N
WUACHAA,3,IT'S A SLANG WORD FOR LOOK,CUSTOMER MEANING IS TRUE(FROM ENGLISH WORD 'WATCH') BUT IN ARGENTINA IT IS USED (GUACHA) LIKE 'BASTARD' . WUACHA HAS BEEN OUT SINCE 2006,Y
YGRT ETR,1,YOGURT EATER,EAT,Y
1969 MNI,1,1969 MINI COOPER,"HAS A 2013 MINI COOPER, NO 69 CAR",N
2HI4KIM,D,TOO HIGH FOR MY WIFE TO GET IN. IT IS A LIFT  JEEP,"TOO HIGH, ANI DOES SHOW A JEEP",N
2JS OSHT,3,FUNNY QUOTE FROM THE MOVIE FAST AND  FURIOUS,OH SHIT,N
51OBMXR,2,"AREA CODE, BICYCLIST",510 san francisco area code,N
6VISIX,4,MY BIRTHDAY,666,Y
619LNAV,2,"619 MEANS SAN DIEGO, L FOR LINCOLN, NAV NAVIGATOR","619 AREA CODE, SAN DIEGO",N
69 MAKO,1,1969 MAKO SHARK,NO 69 VEHICLE ON ANI,N
8MELODY,1,ITS MY NAME,"ate Melody, it is her name",N
911 WC2,4,BUSINESS NAME,"looks like 9/11 WTC2, one of the buildings that was hit and collapsed",Y
RTCF$C,3,ARTSY FARTSY,fart,N
PRISNV,2,"GRANDCHILDREN: PAUL, ROBT., ISADORE, SALLY, NICK, VICTOR",PRISON OR PRISON ENVY?,Y
KOM,1,INITIALS (KRIS OWEN MOORE),CUM? CUSTOMER'S INITIALS,N
POWDORK,2,IT'S A NICKNAME,"POW, LIKE A GUN. OR PRISONER OF WAR DORK, DISRESPECTFUL",N
BUDS,D,SERVICE DOGS NAME,bud=marijuana,N
DDG 69,1,FIRST SHIP I SERVED ON WHILE IN THE NAVY. USS MILIUS (DDG-69) GUIDED MISSLE DESTROYER.,NO 69 VEHICLE ON ANI,N
DEFVET,2,DON'T HEAR WELL,DEAF VETERAN (VET PLATE),N
911 WC,4,BUSINESS NAME,"same customer ordered the above Legacy plate ""911 WC2"" this is Memorial plate, ok?",Y
911 WC1,4,COMPANY NAME,"same customer ordered the above Legacy plate ""911 WC2"" this is Memorial plate, ok?",Y
EFN2187,3,STAR WARS CHARACTER,THE CHARACTER FINN'S NAME IS 'FN-2187'  THIS LOOKS LIKE EFFIN',N
FH TACO,1,FISH TACO,FISH+TACO,N
GO PAZZO,2,ITALIAN NAME FOR GO CRAZY,GO CRAZY OR INSANE (ITALIAN),Y
HOAR,1,ITS OUR LAST NAME,SOUNDS LIKE 'WHORE',N
PAZZZO 1,2,ITALIAN NAME FOR CRAZY,CRAZY OR INSANE IN ITALIAN,Y
PUTRAGS,3,"PUTRAGIS' LIFEPATH NUMBER IS 3. #3 IN NUMEROLOGY REPRESENTS A TRIAGLE FROM THE UNION OF POSITIVE POWERS OF THE SOUL, BODY AND MIND",PUTRAGIS=DAMN IT! IN TAGALOG,N
SCHLAFR,2,SCHLAFER IS GERMAN FOR SLEEPER,also means sleeper in the sense of an inactive agent or terrorist (wikipedia),N
STEEZR,D,ONE WHO STROLLS WITH EASE,URBAN THESAURUS SAID IT WAS MARIJUANA,N
8O5 SIGN,2,BUSINESS NAME.,"805, santa barbara area code",N
BLUNT4C,D OR 2,MY LAST NAME AND FORCE,"BLUNT=WEED ALSO BLUNT FORCE=BLUNT FORCE TRAUMA, BEING HIT HARD BY AN OBJECT. NAME IS CHARLEY BLUNT",N
BUSAETR,1,HYABUSA EATER,EATER (M/C),N
HULEGUN,2,ALTERNATE SPELLING OF HOOLIGAN,"gun, also hooligan is a violent young troublemaker",N
J 2GUNS,2,MY NICKNAME IN THE AIR FORCE.,GUNS,N
THUGNMD,2,THE UGLY NOMAD (NOMAD IS THE MODEL OF MOTORCYCLE),THUGGIN MAD?,N
XID MARY,2,MY CAT IS CROSS EYED MARY,CROSS EYED MARY,N
TAISTIL,1,TRAVEL,TASTY (IRISH FOR TRAVEL- WIKTIONARY),Y
3BSBACH,3,3 SISTERS WITH NAMES STARTING WITH B LAST NAME BACHRACH,BS=BULLSHIT (CUSTOMER IS BETSY BACHRACH),N
MACH 5 O,5,COMBINATION OF THE NAME OF SPEED RACERS CAR AND MY CAR”,"5-oh=police, has 2015 Ford cp on ani",N
1$MY338,D,NO MICRO,338-GUN,N
DADE213,2,MY LAST NAME. THE MONTH AND YEAR I FOUND MY FATHER,213 CA AREA CODE,N
JA69VA,1,MY NAME. YEAR I WAS BORN AND MY LAST NAME,COULDN'T VERIFY '69 VEHICLE,N
MO THUGZ,2,HIGH SCHOOL NICKNAME,THUGZ,N
MURDERV,2,BLACKED OUT,MURDER,N
QUIK 51O,2,QUICK DATSUN 51O,510 CA AREA CODE,N
SMOKE 1,D,NICKNAME I GOT FROM WORK WHEN I BURNT A PIECE OF PLYWOOD WHILE BLAZING COPPER.,SMOKE 1… JOINT?,N
51O LOL,2,DATSUN 510 LOL,510 CA AREA CODE,N
8O5 SRT8,2,ITS FOR MY 2007 CHARGER SRT8 AND 805 IS THE AREA CODE WHERE I LIVE,805 CA AREA CODE,N
9TACO9,1,NO MICRO,TACO,N
BMRR69S,1,NO MICRO,COULDN'T VERIFY '69 VEHICLE,N
BLUBOOB,1,BLUE FOOTED BOOBY,BLUE BOOB… BLUE FOOT BOOBY IS A BIRD WITH BLUE FEET,N
WHT SHIT,1,WATCH IT,SHIT,N
CJD69,1,NO MICRO,NO 69 VEHICLE ON RECORD,N
NPLSKNG,1,NO MICRO,NIPPLES KING?,N
STL STUD,1,NO MICRO,"""STUD"" IS MARKED UNACCEPTABLE",N
13JAY7,B,NO MICRO,NO 2013 CAR ON RECORD,N
TNT K9,2,NO MICRO,TNT?,N
RAMS31O,7,NO MICRO,310 BELLFLOWER AREA CODE,N
AAARSNL,2,ARSENAL SOCCER CLUB,ARSENAL-WEAPONS? BUT ALSO A SOCCER TEAM,N
DAMMITT,3,MY KIDS INTIALS,DAMN IT,N
DAS BUN,D,THE BUNNY,URBAN SAYS SMOKE POT OR HASHISH 1210 UP AND 445 DOWN,N
JZCK831,7,JZ IS THE PARTNER OF CHARLES KANE AND WE STARTED DATING ON 8-31. THE MEANING IS SENTIMENTAL TO THE RELATIONSHIP WITH MY PARTNER.,831 SANTA CRUZ AREA CODE,N
MXBLKMC,2,MEXICO BLACK MAC,MEXICAN BLACK RACIAL?,N
PIGSFLY,5,NAME OF OUR HOUSE…..WHEN PIGS FLY,PIGS CAN BE A SLUR TOWARDS POLICE,N
PRP HAZE,D,PURPLE HAZE,PURPLE HAZE A STRING OF MARIJUANA,N
RIP6GUN,7,"DEDICATED TO MY FATHER, HERO AND MENTOR..A TRUE COWBOY AND AMERICAN UNTIL THE END. A PROUD VIETNAM VETERAN WHO SERVED HIS COUNTRY UNSELFISHLY.",GUN?,N
SHTLORD,3,"MY FATHER WAS A DEMO-PROFESSIONAL POOL PLAYER IN THE 1970'S AND HIS NICKANME ""SHOTLORD"" BY HIS FRIENDS. THIS PLATE IS A TRIBUTE TO HIM.",SHIT LORD?,N
SR CHONA,1,"CHILDHOOD NICKNAME, SHORT FOR JHONATAN","TRASNLATES TO ""HUGE BOOB LADY"" PER DAVID.",N
UDNEGRO,2,YO DO BLACK,"NEGRO-RACIAL? ""NEGRO"" IS CURRENT",N
4 MY BAE,3,FOR MY BABY,BAE CAN MEAN POOP IN DANISH,N
69CORVT,1,ITS GOING ON A 1969 CORVETTE,NO 69 CAR ON RECORD,N
69 DIAZ,1,YEAR BORN AND LAST NAME,NO 69 CAR ON RECORD,N
JEEP&69,1,MY CAR IS A 1969 JEEP JEEPSTER,NO 69 VEHICLE ON RECORD,N
GNSQAD,2,GOOD SQUAD0HOCKEY,"GOOGLE AND URBAN SAY ""GROUP OF CRIMINALS""",N
GASSSUC,3,GAS POLLUTES THE ENVIRONMENT,SUCKS?,N
MR9R831,7,IT STANDS FOR MY TEAN SF 49ERS AND MY LOCAL AREA CODE,831 SOLEDAD AREA CODE,N
WOOPIGG,5,UNIVERSITY OF ARKANSAS FAN. WOO PIG SOUIEEEEE,PIGS CAN BE A SLUR TOWARDS POLICE,N
AIMN 4U,2,AUTO INSURANCE MAN,AIMING FOR YOU. WITH A GUN? WITH THE VEHICLE?,N
A996POS,3,PORSCHE 996 IS THE MODEL OF THE CAR,996 PORSCHE. CUSTOMER HAS A PORSCHE. ABBREV WITH POS OR MEANING PIECE OF SHIT.,N
DFTACOS,1,CITY I'M FROM TACOS,TACOS,N
JAY OFF,1,"MY NICKNAME IS JAY AND I JOKINGLY BRAND ALL OF MY STUFF AS ""JAY OFFICIAL"" THIS IS ABBREVIATED",JACK OFF?,N
MY TACO1,1,MY TACOMA 1,TACO. CUSTOMER HAS A TOYOTA,N
OGPEREZ,7,LAST NAME,OG,N
RAMS 213,2,NO MICRO,LA AREA CODE,N
1HO TELS,3,BROKER FOR HOTELS,ONE HOE TELLS? NUMBER ONE IN HOTELS,N
4BGTUNA,1,NO MICRO,TUNA,N
415TYME,2,WORKING SAN FRANCISCO,CUSTOMERS AREA CODE,N
8O5CUNT,2,THE AREA CODE OF THE COUNTY I LIVE IN AND MY NICKNAME,AREA CODE AND CUNT,N
COLT 15,2,NO MICRO,GUN,N
LJAY69,1,NICKNAME AND BIRTH YEAR,NO 1969 VERIFIED,N
CMZONE,1,MY NICKNAME,CUM ZONE? CUSTOMER'S NAME IS CHRISTINE MALZONE,N
69 HLCAT,1,1969 DODGE CHARGER WITH 2015 HELLCAT ENGINE,NO 1969 VERIFIED,N
BG BLKHO,1,PLATE IS ON A 2001 CHEVY TAHOE ALL BLACK 24INCH RIMS ALL CUSTOM.,BIG BLACK HOE,N
BLAZEUS,D,BLAZERS IS THE NAME OF MY CHEVY BLAZER,BLAZE-WEED?,N
BLOWN G,7,SUPERCHARGED,G,N
BOBONIT,1,BOB ON GAS PEDAL,BOB ON IT. BOBBIN IT. CUSTOMERS NAME IS RICHARD. COULD ALSO MEAN A BLOW JOB,N
BONGZKE,D,MY ALIAS. MEANS SMALL BOY,BONG,N
D MOBSTA,7,"ONLINE ID OF GAMING CONSOLE PLAYSTATION NETWORK ACCOUNT ""DAVIDTHEMOBSTA""",MOBSTER,N
GMONEY9,7,COMPANY NAME,G. CUSTOMERS NAME IS GISELLE,N
G TIMES,7,GOOD TIMES,G,N
HIPPE69,1,I WENT TO WOODSTOCK AND AM A HIPPIE,69,N
JCCD51O,7,J-APANESE C-USTOM C-LASSIC D-ATSUN. 510 IS THE MODEL OF THE CAR,CA AREA CODE,Y
RH415K,7,INITIALS,CA AREA CODE,N
SUCID69,1,MY 1969 LINCOLN CONTINENTAL HAS SUICIDE DOORS,COULDN'T VERIFY 1969 VEHICLE,N
TANGAS,1,TOWN IN MEXICO,THONG UNDERWEAR,N
UCLATTY,1,UCLA ATTORNEY,UCLA TITTIE?,N
WEHO2,1,2 OWNERS FROM WEST HOLLYWOOD,HOE,N
WPOD42O,D,WERE PURSUING OUR DESTINY 42O DAYS A YEAR (INSIDE JOKE),420-WEED,N
X415 SFC,7,OLD COLLEGE MAIL STOP NUMBER,CA AREA CODE,N
51O MADE,7,WAS BORN AND RAISED IN AREA CODE THAT WAS 510,CA AREA CODE,N
69 MEME,1,"THIS PLATE GOES ON A 2012 CHEV CAMARO. IT IS STYLED AFTER THE FAMOUS 1969 CAMARO WHICH I OWNED. MEME INDICATES ""SAME"". SO THE 2012 CAMARO IS LIKE THE 1969 CAMARO",69,N
762AK47,2,PERSONAL NUMBER COMBO,AK47,N
818BCHZ,7,818-SAN FERNANDO VALLEY. BCHZ-BEACHES,CA AREA CODE,N
MR 787,7,787 IS THE ZIPCODE OF MY HOMESTATE,CA AREA CODE,N
DOCGLOC,2,MY WIFE IS A PHYSICIAN-DR GLOCKNER,GLOCK. LAST NAME IS GLOCKNER,N
AHOE4ME,1,I HAVE A 2002 CHEVY TAHOE AND MY MAIDEN NAME INITIALS ARE M.E.,A HOE FOR ME,N
C U HTN,7,NO MICRO,SEE YOU HATING,N
DRHUNTR,2,I'M A DEER HUNTER,LOOKS LIKE DOCTOR HUNTER,N
AV6TACO,1,,TACO,N
BUBUCAR,2,"IT'S WHAT MY CHILD CALLED THE CAR, BECAUSE IT WAS NOISY (MADE A ""BU-BU"" SOUND)",BOO BOO CAR AS IN POOP OR ANOTHER WORD FOR SHITTY CAR,N
DEEZNT5,2,BAND,DEEZ NUTS,N
HAIR KLR,2,HAIR KILLER. SLANG TERM FOR ELECTROLOGIST OR HAIR REMOVAL,KILLER BUT ALSO MEAN THAT THE PERSON DOES HAIR WELL,N
HO HUM1,1,,HO AS IN WHORE HUM IS A SLANG WORD FOR BLOW JOB,N
IPA PRN,1,"I AM A MICRO BREWER OF IPA. PRN MEANS ""AS NEEDED""",BEER PORN IPA IS A TYPE OF BEAR PRN LOOOKS LIKE PORN,N
KAT M5,1,,KAT,N
MOBCRSH,2,MOBCRUSH (WWW.MOBCRUSH.COM,MOB,N
POOPTRK,2,ACRANYM FOR POSITIVE OUTLOOK ORIGINAL PERSON TRUCK,POOP TRUCK AS IN SHITTY TRUCK,N
RADROJO,2,RAD MEANS AWESOME - ROJO - RED THE TRUCK IS RED . ITS A EXPENSIVE SHOW TRUCK,ROJO MEAN REDS,Y
TT LUVN,1,TWIN TURBO LOVING,BREAST LOVIN,N
U DOUCHE,2,"MARTIAL ART ""YOU DO CHE""",DOUCHE IS A WOMENS FEMININE WASH,N
USN NUKE,2,,NUCLEAR WEAPON,N
VINY DZ2,2,,DZ AS IN DEEZ NUTS,N
WDDR209,2,CLAMPERS WIFE,209 AREA CODE,N
XHYDRAX,2,HYDRA FROM MARVEL UNIVERSE,HYDRA IS A FICTIONAL TERRORIST ORGANIZATION IN COMIC BOOKS,Y
5AD213,2,,213 AREA CODE,N
515O 4LF,2,,CRAZY FOR LIFE,Y
#SAMBLU,2,MY KIDS,BLU OR HANDSOME BLUE,Y
MY$HMPM,1,MY HUSBAND AND MY SON'S INITIALS.,LOOKS LIKE HUMP OR HEMP,N
LVMY45,2,LOVE MY 45,45 IS A WEAPON A GUN,N
2 LOCOPZ,5,,LOOKS LIKE LOCO LOOKS LIKE COPS LOOKS LIKE CRAZY COPS  OR LOCOPEZ CRAZY LOPEZ CUSTOMER LAST NAME IS LOPEZ,N
5TYSHDZ,1,,FIFTY SHADEZ MOVIE,N
707 VINO,2,SONOMA COUNTY WINE,707 AREA CODE,N
BOSS 5OH,7,THIS IS THE NAME OF A MUSTANG ON A TV SHOW IN THE 80'S I USED TO LOVE TO WATCH AS A KID,5 OH. POLICE? HAS A FORD,N
8R4N747,2,NO MICRO,CA AREA CODE,N
HOT DAM,3,NO MICRO,HOT DAMN,N
31ORIDE,2,LA AREA 310 RIDE MOTORCYLE PLATE,CA AREA CODE,N
CALI8O5,2,CALIFORNIA 8O'S,CA AREA CODE,N
CIA LSD,5,NO MICRO,CIA,N
CMILANP,2,NO MICRO,SEE MILAN PEE?,N
GNZUP31,2,MILITARY MOS,GUNS UP,N
KMFDM69,1,ROCK AND ROLL BAND. SONG FROM BAND.,69. DMFDM IS A BAND,N
SDMF 81,2,NO MICRO,SDMF IS MARKED UNACCEPTABLE,N
THUGLIF,2,TITLE OF TUPAC SHAKUR'S ALBUM,THUG,N
YOLOHOE,2,YOU ONLY LIFE ONCE,HOE,N
213PRID,2,LOS ANGELES AREA CODE,CA AREA CODE,N
OG POLA,2,NO MICRO,OG,N
GLOKLDY,2,NICKNAME TO LOVED ONE WHO PASSED AWAY,GLOCK. GUN,N
BOB N 69,1,NO MICRO,69. CUSTOMER'S NAME IS BOB,N
II 69,1,ILHAM IBRAHIM(II) MY MOTHERS NAME. DATE OF BIRTH 69,69,N
NO BE S,3,NO MICRO,NO BULLSHIT,N
PMPSHHT,3,PETER MACIEL SHHH (BROTHER SPEAKS TOO MUCH),PIMP SHIT,N
PSP FTW,3,PALM SPRINGS FOR THE WIN,FTW,N
SOPHI69,1,"THE NAME OF MY CAR, PLUS THE YEAR I WAS BORN",69,N
URPUS,1,IT DOES NOT REALLY MEAN ANYTHING EXCPET THAT I ALSO OWN A WEB DOMAIN WITH THE SAME NAME,YOUR PUSS?,N
5IVE OH,5,MUSTANG MODEL,50-COULDN’T CONFIRM MUSTANG,N
69 BALI,1,MY PICKUP IS A 1969 CHEVY AND MY DBA CORP IS BALI SHORES POOL PLASTERING.,COULDN'T VERIFY 69 VEHICLE,N
69MC VET,1,NO MICRO,COULDN'T VERIFY 69 VEHICLE,N
69NSECT,1,1969 VOLKSWAGEN BEETLE (BUG). THAT’S WHAT NSECT IS FOR,COULDN'T VERIFY 69 VEHICLE,N
C U 22 G,2,SEE YOU MY BUDDY,G,N
RAH 1,1,MY GRANDFATHER DROVE A CAR WITH THIS NUMBER PLATE IN SCOTLAND. HAS NO MEANING OTHER THAN PERSONAL,RAWONE IS CURRENTLY OUT. RAW1 IS UNACCEPTABLE,N
CUO TOS,1,COOL SAYING SEE YOU ON THE OTHER SIDE,TRYING TO SAY COUTUS? HE IS ORDERING 2 MC PLATES.,N
CYO TOS,1,NEW HARLEY ON THE OTHER SIDE,SEE ABOVE,N
PIPENIT,2,IM A PLUMBER,PIPE LIKE BONG FOR SMOKING MARIJUANA?,N
GGBAE,3,MY NICKNAME,BAE IS DANISH FOR POOP,N
OH ZONE,1,ITS FOR A CORVETTE AND WHEN YOU'RE IN THE CAR IT MAKE YOU SAY OH!!!!,O LIKE ORGASM?,N
MY#PLUG,1,MY PLUG,HAND PLUG? LIKE BUTT PLUG?,N
8LCKOUT,2,LOCKED OUT- I WORK FOR A LOCKSMITH. PLATE WILL BE USED ON MY DAILY DRIVER TO WORK,"""BLCKOUT"" IS CURRENT BUT BY HIS MEANING HE IS SUBING?",N
69LYME B,1,1969 LIME MGB,NO 69 CAR REGISTERED,N
SUK BLUD,1,AM A CALIFORNIA STATE LICENSED PHLEBOTOMIST,SUCK?,N
RIPIMP C,2,REST IN PEACE CHAD BUTLER,PIMP?,N
RACH213,2,MY NAME AND MY TELEPHONE AREA CODE,213 LA AREA CODE,N
PBI3,2,MY BORN CITY ZIP CODE,"GOT DENIED ""PB13"" BACK IN 2015? SO NOW USING A ""I""?",N
OVR W8,2,I'M CALORICALLY CHALLENGED,NOT SAYING WHO?,Y
ORDAGO,2,"""I BET THE GAME"" IN A SPANISH CARD GAME",DAGO? RACIAL SLUR TOWARDS ITALIAN,N
NOTCOPS,5,VEHICLE IS A RETIRED POLICE CAR. PLATE SAYS IT'S NOT THE POLICE,COP?,N
NOTASUB,1,"CAR MANUFACTURER'S SLOGAN IS ""THERE IS NO SUBSTITUTE""",SUBMISSIVE IN BDSM? NO PORSCHE ON RECORD,N
MURKD EM,2,FLAWLESS.,"VIDEO GAME TERM ""GOOD AT KILLING""",N
KI2MYSS,3,CAMARO LICENSE PLATE,"""KSMYSS"" IS MARKED UNACCEPTABLE",N
KIKES 64,2,ENRIQUE'S (KIKE'S) 1964,"KIKE IS A RACIAL SLUR TOWARDS JEWISH PEOPLE. HIS NAME IS ENRIQUE ""KIKI"" IS SHORT. ""KIKIS64"" IS TAKEN",N
HUMMRRR,1,NAME OF VEHICLE,HUMMER IS ABJ WHILE HUMMING. NO HUMMER ON RECORD,N
EAZY415,2,NICKNAME,415 BAY AREA CODE,N
DEGO TOY,2,CAR IS DIEGO'S TOY,"DAGO? RACIAL SLUR TOWARDS ITALIAN. HIS NAME IS ""DIEGO""",N
DASH71O,2,NICKNAME,710 GOOGLE SAYS IS A FEDERAL AREA CODE??,N
DAM WGN,3,MY INITIALS-,DAMN?,N
COOL 69,1,COOL 1969 LEMANS,NO 69 ON RECORD,Y
BLCKTRD,2,BLACK TOYOTA TRD (TOYOTA RACING DEVELOPMENT ),TRD WE PULL,N
CAZANDO,2,OUT HUNTING.,HUNT IN SPANISH?,N
BJENNIN,1,IT'S BEAUTIFUL/CRAZY,BJ-?,N
A NEGRA,2,BOX = HONDA ELEMENT SHAPE,NEGRA-RACIAL?,N
ALS SUX,1,HAVE A DISEASE CALLED ALS. I'M DYING. THERE'S NO CURE. IT SUCKS. I HOPE TO GET A LITTLE BIT OF AWARENESS FOR THIS RARE DISEASE.,SUCKS?,N
BBIG BLK,1,COLOR OF JEEP (JEEPS NAME),BIG BLACK,N
OG GTO,2,NO MICRO,OG,N
BOLLICS,1,NO MICRO,TESTICLES,N
B747 8,2,THE ABBREVIATION OF THE BOEING 747-8 JET AIRPLANE,CA AREA CODE 747,N
OG WAGN,2,IT’S A CLASSIC WAGON,OG,N
SLANGIN,D,#SLANGINREALESTATE IS MY # I USE FOR REAL ESTATE AND MY MOTTO,"SLANGIN, SLINGIN.. SELLING DRUGS",N
SMOBBIN,2,WORKING EFFICIENTLY,MOBBIN,N
1BRNHO3,1,MY TAHOE IS BROWN,HOE,N
2O6 4LIF,2,"SEATTLE, WA IS MY HOME CITY AND REPRESENT IT FOR LIFE",CA AREA CODE,Y
69DONZI,1,NO MICRO,69,N
ALY G,2,SHORT FOR ALY GIRL,G,N
LOVE XXX,1,MY GIRLFRIENDS NAME,LOVE PORN,N
NSTY HOE,1,A POSITIVE SELF DESCRIPTION OF MY LIFE,NASTY HOE,N
BLZN 65,2,,BLAZING AS IN SMOKING COULD BE A DRUG REFERENCE OR MEANING HOT AS IN NICE OR GOOD,N
BRAPP 73,2,,SOUND THAT A GUN MAKES,N
BUDR MLK,D,BUTTERMILK,BUDDER MILK MARIJUANA MILK,N
DFINGRS,1,,THE FINGERS,N
DOOSHE,1,,DOUCHE,N
EL JEFFE,2,OWNERS NAME IS JEFF,THE BOSS,N
FR8O5GT,2,"MY INITIALS,MONTH AND DAY OF MOMS BIRTHDAY AND GT IS THE TYPE OF CAR IT IS.",805 AREA CODE,N
GUN BUNY,2,,GUN,N
HELLWIG,2,FAMILY LAST NAME,HELL,Y
HEMPOWR,D,I WANT THIS PLATE FOR MY HEMI POWERED CUSTOM CADILLAC,HEMP  AS IN WEED HEMPOWER HEMP LIKE EMPOWER,N
INJUN,2,I AM THE FORTY THIRD INDIVIDUAL OF NATIVE AMERICAN DESCENT TO HAVE BEEN AWARDED A PURPLE HEART,DEROGATORY TERM USED FOR NATIVE AMERICANS,N
LTHL 5O,4,"I HAVE A MUSTANG 5.0, AND THIS MEANS LETHAL 5.0!!",LETHAL AS IN KILL 5O AS IN COP,N
